outflow,time,size,area,rho
1,3,5,6,0.875
0,0,0,1,0.9375
1,15,32,13,0.9375
3,29,53,14,0.8125
2,7,7,3,0.75
0,5,5,6,0.8125
0,0,0,1,0.875
2,9,13,10,0.8125
0,0,0,1,0.875
0,7,12,8,0.9375
3,28,32,16,0.8125
0,0,0,1,0.875
3,48,94,16,0.75
0,16,18,8,0.8125
0,2,2,4,0.875
3,28,33,9,0.75
2,4,4,4,0.6875
0,19,24,10,0.75
0,17,27,9,0.8125
1,2,2,2,0.8125
0,0,0,1,0.875
2,32,39,8,0.8125
1,11,13,6,0.8125
0,7,7,7,0.875
0,10,12,5,0.9375
0,7,8,5,1.0
2,34,56,16,0.9375
3,9,9,5,0.8125
0,0,0,1,0.875
1,19,36,12,0.875
1,19,24,7,0.875
3,18,23,5,0.75
0,8,14,6,0.8125
2,63,87,16,0.75
1,1,1,2,0.75
0,0,0,1,0.8125
0,2,2,4,0.875
1,24,33,14,0.875
3,39,64,16,0.75
0,0,0,1,0.8125
2,24,36,16,0.75
0,6,6,3,0.8125
2,7,7,3,0.75
0,5,5,6,0.8125
0,0,0,1,0.875
2,88,134,14,0.8125
2,17,27,12,0.75
1,58,93,16,0.75
2,7,7,5,0.6875
0,10,10,5,0.75
3,80,117,12,0.625
0,6,6,6,0.6875
0,0,0,1,0.75
2,3,3,4,0.6875
0,41,62,9,0.75
0,2,2,3,0.8125
0,9,9,9,0.875
2,1,1,1,0.8125
0,9,14,6,0.875
1,12,18,7,0.875
3,19,37,16,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
3,129,221,16,0.75
0,0,0,1,0.8125
0,26,34,12,0.875
0,9,12,6,0.9375
5,30,66,16,0.6875
0,16,18,11,0.75
0,8,12,9,0.8125
1,13,21,10,0.8125
0,9,12,7,0.875
0,0,0,1,0.9375
4,60,99,16,0.75
1,16,33,15,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
3,80,145,16,0.75
1,31,31,12,0.75
0,0,0,1,0.8125
2,6,6,4,0.75
0,0,0,1,0.8125
4,29,44,11,0.625
0,0,0,1,0.6875
0,33,38,11,0.75
0,0,0,1,0.8125
0,20,26,7,0.875
1,44,66,14,0.875
4,21,27,8,0.6875
0,0,0,1,0.75
0,21,21,6,0.8125
4,19,27,9,0.625
0,13,13,6,0.6875
0,0,0,1,0.75
2,30,32,7,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
2,12,21,13,0.75
1,3,3,4,0.75
1,65,111,16,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
0,0,0,1,0.9375
0,12,16,7,1.0
3,25,44,16,0.875
4,34,66,16,0.6875
0,0,0,1,0.75
0,8,8,5,0.8125
3,40,54,12,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
2,46,52,10,0.75
0,2,2,3,0.8125
0,13,18,14,0.875
1,4,4,5,0.875
0,23,32,10,0.9375
2,28,53,9,0.875
2,32,46,16,0.8125
1,16,24,15,0.8125
0,6,6,6,0.875
1,54,100,15,0.875
4,54,71,16,0.6875
0,0,0,1,0.75
4,38,58,16,0.5625
0,19,24,13,0.625
0,14,24,10,0.6875
1,30,56,15,0.6875
0,6,6,5,0.75
0,13,16,7,0.8125
1,4,4,3,0.8125
0,36,60,15,0.875
1,10,10,5,0.875
1,50,96,16,0.875
2,13,15,5,0.8125
2,36,42,11,0.75
0,0,0,1,0.8125
2,1,1,1,0.75
2,4,4,5,0.6875
1,2,2,2,0.6875
2,1,1,1,0.625
0,0,0,1,0.6875
0,23,37,12,0.75
1,24,42,11,0.75
0,2,2,4,0.8125
0,6,8,5,0.875
1,6,6,4,0.875
3,43,57,11,0.75
0,12,14,7,0.8125
1,10,10,5,0.8125
0,2,2,3,0.875
2,17,19,6,0.8125
1,3,3,4,0.8125
0,16,19,7,0.875
0,2,2,3,0.9375
2,16,16,7,0.875
0,4,4,5,0.9375
2,2,2,2,0.875
2,5,5,5,0.8125
2,8,9,6,0.75
0,0,0,1,0.8125
0,2,2,3,0.875
0,45,78,14,0.9375
3,67,126,16,0.8125
0,2,2,3,0.875
4,40,65,15,0.6875
2,11,14,7,0.625
0,23,25,7,0.6875
0,0,0,1,0.75
0,2,2,3,0.8125
2,62,93,12,0.75
0,2,2,4,0.8125
0,3,3,5,0.875
2,36,56,10,0.8125
2,51,79,15,0.75
3,12,12,4,0.625
0,4,6,4,0.6875
0,7,11,11,0.75
3,66,98,16,0.625
0,0,0,1,0.6875
0,15,15,6,0.75
1,3,3,4,0.75
2,40,43,13,0.6875
1,31,39,10,0.6875
0,12,13,8,0.75
0,0,0,1,0.8125
1,3,4,3,0.8125
0,8,8,7,0.875
2,1,1,1,0.8125
1,10,12,6,0.8125
2,4,4,4,0.75
0,36,62,15,0.8125
2,12,16,7,0.75
1,4,4,5,0.75
2,35,40,9,0.6875
0,10,10,5,0.75
0,0,0,1,0.8125
2,2,2,2,0.75
2,9,11,7,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
2,31,60,13,0.75
2,33,39,9,0.6875
1,15,17,6,0.6875
1,11,15,10,0.6875
0,4,4,6,0.75
0,0,0,1,0.8125
4,59,106,16,0.625
0,2,2,3,0.6875
0,19,29,11,0.75
0,0,0,1,0.8125
2,19,31,9,0.75
0,0,0,1,0.8125
1,2,2,3,0.8125
2,16,22,11,0.75
2,27,35,10,0.6875
1,25,31,14,0.6875
0,28,35,13,0.75
0,10,12,6,0.8125
1,1,1,2,0.8125
2,11,17,7,0.75
1,4,4,3,0.75
2,21,35,9,0.6875
0,0,0,1,0.75
1,23,23,8,0.75
0,21,24,11,0.8125
1,1,1,2,0.8125
1,26,34,9,0.8125
2,1,1,1,0.75
1,6,10,6,0.75
0,14,16,6,0.8125
1,4,4,3,0.8125
0,18,26,10,0.875
3,54,97,16,0.75
2,8,8,6,0.6875
0,0,0,1,0.75
0,5,6,4,0.8125
0,18,18,8,0.875
0,0,0,1,0.9375
4,48,61,12,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
0,0,0,1,0.9375
4,129,245,16,0.75
0,0,0,1,0.8125
3,22,35,16,0.6875
0,2,2,3,0.75
0,12,18,8,0.8125
0,4,4,3,0.875
2,15,21,6,0.8125
2,1,1,1,0.75
0,29,38,9,0.8125
2,33,59,16,0.75
0,0,0,1,0.8125
1,1,1,2,0.8125
0,2,2,3,0.875
0,9,12,9,0.9375
2,124,200,16,0.875
2,1,1,1,0.8125
0,79,116,16,0.875
1,33,35,8,0.875
1,2,2,3,0.875
0,33,56,9,0.9375
3,63,113,15,0.8125
0,2,2,3,0.875
0,25,40,12,0.9375
2,19,31,8,0.875
3,14,17,6,0.75
0,5,6,5,0.8125
0,4,4,6,0.875
5,60,115,16,0.625
0,0,0,1,0.6875
2,10,10,9,0.625
0,3,4,6,0.6875
0,9,9,5,0.75
0,22,32,11,0.8125
0,7,7,7,0.875
0,0,0,1,0.9375
0,0,0,1,1.0
5,43,49,16,0.75
3,24,37,9,0.625
0,15,16,8,0.6875
1,18,22,9,0.6875
2,16,22,8,0.625
1,7,7,5,0.625
1,26,32,11,0.625
0,0,0,1,0.6875
0,0,0,1,0.75
0,21,38,12,0.8125
0,39,62,11,0.875
1,50,84,12,0.875
2,9,12,7,0.8125
0,0,0,1,0.875
0,0,0,1,0.9375
3,40,64,13,0.8125
0,3,4,4,0.875
2,9,13,8,0.8125
1,2,2,3,0.8125
1,10,10,5,0.8125
0,4,6,5,0.875
1,88,138,16,0.875
0,6,6,5,0.9375
3,8,11,4,0.8125
1,22,34,9,0.8125
0,0,0,1,0.875
4,42,58,12,0.6875
0,11,15,11,0.75
3,26,47,12,0.625
0,7,7,5,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
0,4,4,3,0.875
0,0,0,1,0.9375
3,26,45,8,0.8125
0,32,63,15,0.875
3,35,63,12,0.75
0,8,8,8,0.8125
0,13,22,8,0.875
3,29,64,16,0.75
0,22,22,7,0.8125
0,0,0,1,0.875
1,35,52,11,0.875
2,22,23,11,0.8125
3,83,120,16,0.6875
1,6,6,4,0.6875
2,8,8,4,0.625
0,0,0,1,0.6875
2,1,1,1,0.625
0,7,7,6,0.6875
0,25,34,12,0.75
0,10,14,10,0.8125
0,35,41,9,0.875
3,52,83,16,0.75
0,0,0,1,0.8125
0,15,15,7,0.875
1,7,7,6,0.875
1,17,22,6,0.875
2,21,34,14,0.8125
0,0,0,1,0.875
1,43,55,15,0.875
1,19,23,7,0.875
0,4,8,8,0.9375
2,5,6,3,0.875
0,8,11,9,0.9375
3,36,61,16,0.8125
1,77,138,16,0.8125
0,0,0,1,0.875
2,35,47,16,0.8125
0,0,0,1,0.875
3,30,48,14,0.75
1,15,15,14,0.75
0,1,1,3,0.8125
1,14,14,6,0.8125
0,0,0,1,0.875
2,42,84,16,0.8125
2,1,1,1,0.75
0,29,46,11,0.8125
0,2,2,3,0.875
0,0,0,1,0.9375
1,1,1,2,0.9375
0,0,0,1,1.0
5,31,54,16,0.75
0,0,0,1,0.8125
2,31,54,16,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
2,34,53,12,0.8125
0,0,0,1,0.875
2,19,24,9,0.8125
2,2,2,2,0.75
0,0,0,1,0.8125
0,18,18,10,0.875
2,18,35,14,0.8125
0,0,0,1,0.875
0,3,3,5,0.9375
0,0,0,1,1.0
4,42,83,16,0.8125
0,2,2,4,0.875
2,18,22,5,0.8125
1,1,1,2,0.8125
0,17,25,14,0.875
2,48,99,13,0.8125
0,17,36,13,0.875
2,47,79,16,0.8125
0,6,6,5,0.875
5,50,75,16,0.625
0,15,16,8,0.6875
0,5,7,9,0.75
0,10,10,9,0.8125
3,40,50,13,0.6875
0,22,24,8,0.75
2,7,7,3,0.6875
0,16,16,8,0.75
0,1,1,3,0.8125
2,34,56,10,0.75
0,19,29,16,0.8125
0,38,64,14,0.875
0,0,0,1,0.9375
3,44,101,16,0.8125
0,33,53,15,0.875
1,23,40,9,0.875
2,42,48,16,0.8125
0,16,16,8,0.875
0,22,43,13,0.9375
4,22,42,16,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
1,1,1,2,0.875
3,27,31,7,0.75
2,70,127,14,0.6875
0,5,5,5,0.75
0,48,54,9,0.8125
2,9,9,6,0.75
1,35,66,12,0.75
2,12,15,9,0.6875
0,23,41,15,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
1,26,34,9,0.875
1,11,13,6,0.875
2,15,17,12,0.8125
0,0,0,1,0.875
2,20,44,15,0.8125
4,17,23,9,0.625
0,2,2,3,0.6875
0,7,10,4,0.75
0,0,0,1,0.8125
1,18,26,8,0.8125
1,6,6,3,0.8125
0,35,66,15,0.875
1,3,3,3,0.875
2,58,109,16,0.8125
1,46,70,15,0.8125
0,22,23,11,0.875
0,17,28,8,0.9375
2,9,9,4,0.875
2,49,57,11,0.8125
1,6,6,3,0.8125
1,11,13,6,0.8125
1,56,91,13,0.8125
0,0,0,1,0.875
1,37,58,11,0.875
3,3,3,2,0.75
0,13,13,6,0.8125
0,1,1,3,0.875
1,5,6,4,0.875
2,27,54,15,0.8125
0,0,0,1,0.875
1,2,2,3,0.875
1,22,40,12,0.875
2,120,214,16,0.8125
0,11,14,9,0.875
3,3,3,2,0.75
0,0,0,1,0.8125
0,12,20,12,0.875
2,38,71,16,0.8125
0,5,6,4,0.875
3,14,25,8,0.75
1,2,2,2,0.75
0,24,30,9,0.8125
0,3,3,5,0.875
0,24,44,11,0.9375
2,6,8,4,0.875
2,3,3,2,0.8125
0,0,0,1,0.875
3,25,36,11,0.75
0,7,10,4,0.8125
1,15,20,8,0.8125
0,10,10,10,0.875
0,3,4,4,0.9375
2,3,3,3,0.875
0,3,4,4,0.9375
1,17,26,6,0.9375
1,6,6,3,0.9375
4,58,117,16,0.75
3,17,19,4,0.625
0,7,10,5,0.6875
1,1,1,2,0.6875
2,53,94,15,0.625
0,12,12,6,0.6875
2,5,5,3,0.625
0,0,0,1,0.6875
0,0,0,1,0.75
0,18,23,13,0.8125
1,2,2,2,0.8125
0,4,6,6,0.875
0,40,74,14,0.9375
2,1,1,1,0.875
3,27,58,16,0.75
0,0,0,1,0.8125
2,18,33,10,0.75
1,67,105,12,0.75
0,18,18,7,0.8125
0,23,47,14,0.875
0,0,0,1,0.9375
4,41,92,16,0.75
0,2,2,3,0.8125
0,1,1,3,0.875
1,39,48,10,0.875
0,18,28,12,0.9375
3,71,138,15,0.8125
2,10,11,4,0.75
0,7,7,4,0.8125
2,21,35,10,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
3,77,148,16,0.75
0,14,17,8,0.8125
0,0,0,1,0.875
0,22,41,13,0.9375
3,32,64,16,0.8125
1,26,40,9,0.8125
4,11,13,7,0.625
0,0,0,1,0.6875
0,1,1,3,0.75
0,0,0,1,0.8125
0,23,31,15,0.875
0,25,43,13,0.9375
4,27,56,16,0.75
2,47,61,13,0.6875
0,7,7,6,0.75
1,9,9,6,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
1,15,36,13,0.875
1,10,20,9,0.875
3,68,94,14,0.75
0,22,33,9,0.8125
3,40,71,16,0.6875
0,0,0,1,0.75
0,11,18,6,0.8125
0,0,0,1,0.875
2,43,85,15,0.8125
0,36,46,10,0.875
0,2,2,3,0.9375
2,17,31,10,0.875
1,15,27,14,0.875
0,0,0,1,0.9375
3,50,86,16,0.8125
0,0,0,1,0.875
1,1,1,2,0.875
0,5,8,10,0.9375
4,23,33,10,0.75
0,4,4,4,0.8125
2,14,19,10,0.75
0,9,16,8,0.8125
0,24,24,9,0.875
0,0,0,1,0.9375
3,60,101,16,0.8125
0,0,0,1,0.875
0,14,17,11,0.9375
1,9,9,6,0.9375
4,48,90,16,0.75
1,9,11,6,0.75
2,30,44,12,0.6875
0,2,2,3,0.75
2,28,30,11,0.6875
1,39,57,15,0.6875
0,10,10,7,0.75
0,2,2,4,0.8125
0,0,0,1,0.875
1,16,27,16,0.875
1,16,24,6,0.875
1,2,2,2,0.875
2,18,21,8,0.8125
2,20,36,12,0.75
0,0,0,1,0.8125
1,23,48,16,0.8125
1,10,13,8,0.8125
0,0,0,1,0.875
1,14,19,13,0.875
0,0,0,1,0.9375
3,67,108,12,0.8125
1,2,2,2,0.8125
0,29,45,10,0.875
3,42,64,16,0.75
1,15,17,7,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
0,2,2,4,0.9375
3,28,44,16,0.8125
1,12,16,7,0.8125
2,42,54,16,0.75
1,24,30,11,0.75
2,3,3,2,0.6875
0,10,19,9,0.75
2,45,47,13,0.6875
0,6,6,4,0.75
0,4,4,6,0.8125
0,0,0,1,0.875
0,48,90,15,0.9375
2,25,39,13,0.875
1,3,4,3,0.875
0,0,0,1,0.9375
1,6,6,4,0.9375
2,4,4,5,0.875
0,2,2,3,0.9375
2,39,49,13,0.875
2,3,3,2,0.8125
0,0,0,1,0.875
0,5,7,7,0.9375
2,14,26,11,0.875
2,38,76,16,0.8125
3,51,91,16,0.6875
0,3,3,5,0.75
1,34,43,11,0.75
0,0,0,1,0.8125
0,1,1,3,0.875
2,59,129,14,0.8125
1,32,44,13,0.8125
1,12,12,6,0.8125
0,14,14,9,0.875
3,23,27,6,0.75
0,65,96,14,0.8125
2,13,16,6,0.75
0,0,0,1,0.8125
3,50,93,14,0.6875
1,2,2,3,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
1,15,18,7,0.8125
0,0,0,1,0.875
2,5,5,3,0.8125
2,3,3,3,0.75
0,0,0,1,0.8125
2,2,2,2,0.75
1,3,3,3,0.75
0,4,6,5,0.8125
2,24,32,11,0.75
0,2,2,4,0.8125
0,0,0,1,0.875
2,5,5,3,0.8125
0,3,3,4,0.875
1,3,3,4,0.875
3,33,49,16,0.75
0,0,0,1,0.8125
0,2,2,3,0.875
0,16,22,7,0.9375
7,36,63,16,0.5625
0,0,0,1,0.625
0,2,2,4,0.6875
0,6,12,7,0.75
0,43,80,11,0.8125
0,0,0,1,0.875
1,65,83,16,0.875
3,12,15,8,0.75
0,34,43,16,0.8125
0,0,0,1,0.875
2,46,49,13,0.8125
2,14,20,7,0.75
0,70,102,13,0.8125
0,0,0,1,0.875
4,39,74,14,0.6875
1,30,49,12,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
2,3,3,4,0.75
0,13,13,9,0.8125
3,3,3,2,0.6875
2,52,64,11,0.625
0,1,1,3,0.6875
0,4,4,3,0.75
1,7,7,4,0.75
0,12,16,5,0.8125
0,1,1,3,0.875
3,13,19,6,0.75
1,38,63,14,0.75
0,2,2,3,0.8125
0,26,26,7,0.875
2,7,7,3,0.8125
0,2,2,3,0.875
0,0,0,1,0.9375
4,72,100,16,0.75
0,6,6,8,0.8125
1,6,8,6,0.8125
0,2,2,4,0.875
2,3,3,2,0.8125
0,19,31,14,0.875
1,2,2,2,0.875
1,59,102,12,0.875
1,40,42,15,0.875
3,13,13,5,0.75
0,2,2,4,0.8125
2,35,65,16,0.75
0,9,9,6,0.8125
3,9,11,4,0.6875
0,2,2,3,0.75
0,8,10,5,0.8125
2,83,138,16,0.75
1,44,56,11,0.75
0,7,10,8,0.8125
0,13,20,7,0.875
2,63,103,16,0.8125
1,2,2,2,0.8125
0,8,12,7,0.875
0,0,0,1,0.9375
5,124,215,16,0.6875
0,1,1,3,0.75
0,6,6,6,0.8125
0,0,0,1,0.875
1,1,1,2,0.875
5,78,126,16,0.625
0,1,1,3,0.6875
0,0,0,1,0.75
0,2,2,3,0.8125
2,27,29,5,0.75
0,9,10,7,0.8125
3,18,26,9,0.6875
1,36,50,8,0.6875
0,11,11,7,0.75
0,40,67,15,0.8125
2,45,47,14,0.75
2,13,16,8,0.6875
0,63,88,15,0.75
0,3,4,4,0.8125
1,14,14,9,0.8125
3,123,207,15,0.6875
0,0,0,1,0.75
0,12,12,6,0.8125
1,10,14,11,0.8125
0,13,24,8,0.875
4,10,11,5,0.6875
1,25,39,12,0.6875
1,30,54,16,0.6875
0,2,2,3,0.75
0,7,7,5,0.8125
0,12,14,6,0.875
0,16,24,7,0.9375
2,37,43,8,0.875
3,22,35,12,0.75
0,0,0,1,0.8125
2,60,81,14,0.75
0,2,2,4,0.8125
3,24,39,9,0.6875
0,10,12,7,0.75
1,17,26,10,0.75
0,0,0,1,0.8125
2,7,7,2,0.75
0,0,0,1,0.8125
0,2,2,3,0.875
0,4,4,4,0.9375
1,1,1,2,0.9375
4,52,117,16,0.75
0,2,2,3,0.8125
0,3,4,4,0.875
0,0,0,1,0.9375
2,12,20,9,0.875
1,39,62,16,0.875
1,41,61,13,0.875
1,6,6,3,0.875
0,12,12,5,0.9375
3,60,163,15,0.8125
0,10,21,13,0.875
0,10,10,7,0.9375
2,22,41,12,0.875
0,3,4,4,0.9375
2,63,94,16,0.875
2,24,37,12,0.8125
0,0,0,1,0.875
0,3,3,5,0.9375
0,2,2,3,1.0
4,25,59,16,0.8125
1,13,16,4,0.8125
0,0,0,1,0.875
2,65,123,16,0.8125
0,2,2,3,0.875
1,15,20,9,0.875
5,18,30,16,0.625
0,0,0,1,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
0,3,3,5,0.875
3,37,59,16,0.75
2,1,1,1,0.6875
0,0,0,1,0.75
1,33,60,14,0.75
0,9,10,6,0.8125
0,25,47,14,0.875
0,26,28,11,0.9375
5,42,69,16,0.6875
0,7,10,7,0.75
0,2,2,4,0.8125
1,16,29,14,0.8125
1,28,31,9,0.8125
2,54,92,16,0.75
2,65,114,16,0.6875
0,14,14,8,0.75
0,40,58,12,0.8125
2,36,53,16,0.75
0,9,9,6,0.8125
0,20,24,9,0.875
3,29,33,9,0.75
2,5,7,4,0.6875
0,0,0,1,0.75
0,38,53,15,0.8125
1,4,4,4,0.8125
2,1,1,1,0.75
0,6,6,5,0.8125
2,9,13,11,0.75
3,35,50,16,0.625
0,0,0,1,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
0,1,1,3,0.875
1,22,27,11,0.875
4,54,79,14,0.6875
0,34,40,13,0.75
1,9,12,5,0.75
3,80,100,13,0.625
0,28,41,10,0.6875
0,0,0,1,0.75
2,3,4,3,0.6875
0,0,0,1,0.75
0,3,3,5,0.8125
2,19,26,12,0.75
2,9,11,6,0.6875
2,47,72,10,0.625
0,3,4,4,0.6875
2,9,9,4,0.625
2,8,8,5,0.5625
0,28,37,12,0.625
0,0,0,1,0.6875
0,0,0,1,0.75
0,34,40,8,0.8125
0,0,0,1,0.875
0,0,0,1,0.9375
3,25,41,16,0.8125
0,0,0,1,0.875
2,31,54,15,0.8125
1,11,11,5,0.8125
2,34,73,16,0.75
0,11,14,7,0.8125
1,1,1,2,0.8125
2,17,26,9,0.75
0,2,2,3,0.8125
0,0,0,1,0.875
3,46,82,16,0.75
0,0,0,1,0.8125
3,57,119,16,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
0,0,0,1,0.9375
3,18,31,8,0.8125
3,5,5,3,0.6875
0,16,18,12,0.75
1,2,2,2,0.75
2,18,18,6,0.6875
0,24,30,7,0.75
0,2,2,4,0.8125
1,2,2,2,0.8125
0,0,0,1,0.875
2,74,107,15,0.8125
2,30,45,9,0.75
0,19,26,13,0.8125
2,23,25,12,0.75
2,51,69,13,0.6875
1,36,52,13,0.6875
0,33,44,12,0.75
2,36,52,15,0.6875
0,0,0,1,0.75
0,9,10,5,0.8125
3,25,29,5,0.6875
0,3,3,5,0.75
0,0,0,1,0.8125
0,9,14,9,0.875
3,73,128,16,0.75
0,0,0,1,0.8125
1,19,23,15,0.8125
0,21,36,10,0.875
0,9,10,8,0.9375
3,71,144,16,0.8125
0,0,0,1,0.875
1,102,203,16,0.875
0,0,0,1,0.9375
3,19,37,9,0.8125
0,0,0,1,0.875
2,5,5,3,0.8125
0,0,0,1,0.875
4,19,37,16,0.6875
1,3,4,4,0.6875
0,13,13,10,0.75
0,0,0,1,0.8125
1,54,65,16,0.8125
2,1,1,1,0.75
0,0,0,1,0.8125
1,12,16,8,0.8125
0,0,0,1,0.875
1,22,27,11,0.875
0,2,2,3,0.9375
3,12,19,5,0.8125
0,8,8,7,0.875
3,34,49,11,0.75
0,9,9,6,0.8125
0,2,2,4,0.875
0,0,0,1,0.9375
2,1,1,1,0.875
2,23,34,11,0.8125
2,10,12,6,0.75
0,0,0,1,0.8125
0,16,18,8,0.875
1,7,9,10,0.875
0,0,0,1,0.9375
4,31,49,10,0.75
0,5,6,4,0.8125
0,6,10,8,0.875
2,38,67,16,0.8125
1,11,13,8,0.8125
1,58,73,13,0.8125
0,19,23,8,0.875
4,123,191,16,0.6875
0,2,2,3,0.75
0,1,1,3,0.8125
1,21,21,10,0.8125
1,15,29,12,0.8125
0,24,38,8,0.875
3,30,64,16,0.75
1,22,22,7,0.75
0,0,0,1,0.8125
2,10,10,6,0.75
0,12,13,6,0.8125
0,0,0,1,0.875
2,12,16,7,0.8125
1,16,30,9,0.8125
0,43,54,12,0.875
3,95,162,16,0.75
0,14,14,6,0.8125
0,3,4,4,0.875
0,0,0,1,0.9375
2,21,39,12,0.875
4,32,43,8,0.6875
1,21,24,6,0.6875
0,13,17,7,0.75
0,17,20,7,0.8125
3,112,187,15,0.6875
1,2,2,2,0.6875
1,15,19,8,0.6875
0,8,8,5,0.75
2,19,19,11,0.6875
0,0,0,1,0.75
0,28,42,14,0.8125
2,4,6,7,0.75
0,0,0,1,0.8125
2,11,11,6,0.75
0,0,0,1,0.8125
0,1,1,3,0.875
1,1,1,2,0.875
1,2,2,2,0.875
1,2,2,2,0.875
3,36,62,16,0.75
0,2,2,3,0.8125
0,0,0,1,0.875
0,12,14,8,0.9375
2,4,6,3,0.875
3,9,11,4,0.75
2,19,33,16,0.6875
1,16,20,11,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
1,11,14,9,0.875
6,31,48,16,0.5625
0,3,3,5,0.625
2,12,16,11,0.5625
0,0,0,1,0.625
0,6,8,7,0.6875
0,17,17,6,0.75
0,39,76,13,0.8125
2,12,22,9,0.75
2,18,22,14,0.6875
1,6,6,7,0.6875
0,0,0,1,0.75
0,25,38,8,0.8125
1,15,33,16,0.8125
2,19,19,7,0.75
2,3,3,2,0.6875
2,3,3,3,0.625
0,23,42,14,0.6875
0,10,15,9,0.75
0,25,46,10,0.8125
0,0,0,1,0.875
3,63,115,16,0.75
1,23,28,11,0.75
0,2,2,4,0.8125
1,42,61,16,0.8125
1,47,55,14,0.8125
1,13,16,7,0.8125
2,20,33,16,0.75
0,0,0,1,0.8125
0,0,0,1,0.875
0,23,32,8,0.9375
2,17,17,6,0.875
0,5,8,6,0.9375
0,9,10,5,1.0
4,18,27,6,0.8125
0,4,4,4,0.875
2,22,38,10,0.8125
1,13,16,11,0.8125
0,26,42,10,0.875
2,30,44,14,0.8125
0,2,2,3,0.875
0,0,0,1,0.9375
1,66,120,14,0.9375
0,2,2,3,1.0
4,28,49,9,0.8125
0,0,0,1,0.875
0,0,0,1,0.9375
3,57,102,16,0.8125
1,5,5,5,0.8125
1,11,11,4,0.8125
0,32,36,12,0.875
1,15,26,7,0.875
1,12,12,4,0.875
0,0,0,1,0.9375
2,30,59,11,0.875
2,6,6,3,0.8125
1,33,45,15,0.8125
1,8,8,4,0.8125
1,5,5,4,0.8125
2,1,1,1,0.75
0,5,5,6,0.8125
1,6,8,5,0.8125
0,4,4,4,0.875
5,63,112,16,0.625
0,5,6,6,0.6875
0,0,0,1,0.75
0,0,0,1,0.8125
0,4,4,3,0.875
2,19,21,6,0.8125
2,2,2,3,0.75
0,4,4,3,0.8125
0,26,33,13,0.875
0,24,37,13,0.9375
3,48,71,14,0.8125
